codigo_apa,descricao,data_inici,latitude,longitude,morada,codigo_pos,localidade,geometry
ELE01518,REE UL - Ed. Cantina Velha,2021-05-22,38.75144,-9.159676,Edificio Cantina Velha - Cidade Universitária,1600-192,LISBOA,POINT (-9.15967599999999 38.75144)
ELE01521,REE Canon - DGAJ Juízo Local de Pequena Criminalidade de Lisboa,2021-05-22,38.773411,-9.095636,"Alameda dos Oceanos, nº 1.08.01, Edifício F",1990-097,LISBOA,POINT (-9.095636000000013 38.77341100000001)
ELE01539,"REE Canon - Coop A Torre, CRL",2021-05-22,38.699501,-9.210446,"Praça Malaca, 3",1400-239,LISBOA,POINT (-9.21044599999999 38.699501)
ELE01542,REE Canon - Global Notícias,2021-05-22,38.757297,-9.174996,Rua Tomás da Fonseca Torre E,1600-209,LISBOA,POINT (-9.174996000000021 38.757296999999994)
ELE01543,REE Canon - DGAJ Lisboa - Trib. Exec. de Penas,2021-05-22,38.774597,-9.096883,"Av. D. João II, nº 1.08.01, edifício A-1º piso",1990-097,LISBOA,POINT (-9.096882999999991 38.77459700000003)
ELE01549,REE UL Instituto Superior de Agronomia,2021-05-22,38.707637,-9.182316,Tapada da Ajuda	,1349-017,LISBOA,POINT (-9.182316000000014 38.70763699999998)
ELE01557,REE Canon - Banco BPI - Casal Ribeiro Piso 1,2021-05-22,38.732736,-9.143606,"Av. Casal Ribeiro, Piso 1, 59",1049-053,LISBOA,POINT (-9.143605999999977 38.73273599999999)
ELE01558,REE Canon - Banco BPI - Casal Ribeiro Piso 3,2021-05-22,38.732736,-9.143606,"Av. Casal Ribeiro, Piso 3, 59",1049-053,LISBOA,POINT (-9.143605999999977 38.73273599999999)
ELE01559,REE Canon - Banco BPI - Casal Ribeiro Piso 4,2021-05-22,38.732736,-9.143606,"Av. Casal Ribeiro, Piso 4, 59",1049-053,LISBOA,POINT (-9.143605999999977 38.73273599999999)
ELE01560,REE Canon - Banco BPI - Casal Ribeiro Piso 5,2021-05-22,38.732736,-9.143606,"Av. Casal Ribeiro, Piso 5, 59",1049-053,LISBOA,POINT (-9.143605999999977 38.73273599999999)
ELE01561,REE Canon - Banco BPI - Casal Ribeiro Piso 6,2021-05-22,38.732736,-9.143606,"Av. Casal Ribeiro, Piso 6, 59",1049-053,LISBOA,POINT (-9.143605999999977 38.73273599999999)
ELE01562,REE Canon - Banco BPI - Casal Ribeiro Piso 7,2021-05-22,38.732736,-9.143606,"Av. Casal Ribeiro, Piso 7, 59",1049-053,LISBOA,POINT (-9.143605999999977 38.73273599999999)
ELE01563,REE Canon - Banco BPI - Casal Ribeiro Piso 8,2021-05-22,38.732736,-9.143606,"Av. Casal Ribeiro, Piso 8, 59",1049-053,LISBOA,POINT (-9.143605999999977 38.73273599999999)
ELE01564,REE Canon - Banco BPI - Braamcamp,2021-05-22,38.722356,-9.151599,"Rua Braamcamp, 7º piso, 11",1250-049,LISBOA,POINT (-9.151598999999976 38.72235599999999)
ELE01565,REE Canon - Banco BPI - São Julião,2021-05-22,38.709077,-9.137312,"Rua de São Julião,1º piso (CA), 123",1100-524,LISBOA,POINT (-9.137312000000009 38.70907699999998)
ELE01573,REE Konica - EMEL Sanches Coelho,2021-05-22,38.746481,-9.151407,"Rua Sanches Coelho 3, 8 Esq",1600-029,LISBOA,POINT (-9.151407000000006 38.74648100000002)
ELE01574,REE Konica - EMEL Al. Linhas Torres,2021-05-22,38.770262,-9.159626,Alameda das Linhas de Torres nº198/200,1769-032,LISBOA,POINT (-9.159626000000003 38.770262)
ELE01598,REE Konica - Creative Fusion,2021-05-22,38.744254,-9.174808,"Rua Leitão de Barros, nº 8 B - Benfica",1500-384,LISBOA,POINT (-9.174807999999985 38.74425400000001)
ELE01599,REE Konica - Seguradoras Unidas,2021-05-22,38.722953,-9.146591,Rua Rodrigues Sampaio,1150-279,LISBOA,POINT (-9.146591 38.72295300000002)
ELE01600,REE Konica - Ministério do Ambiente,2021-05-22,38.712425,-9.147662,Rua de O Século nº 63 - Piso - 1,1200-433,LISBOA,POINT (-9.147662000000025 38.712424999999996)
ELE01608,REE ARS - LVT - Lisboa Central,2021-05-22,38.759624,-9.122687,"Rua Luis Cristino da Silva, nº 73",1950-171,LISBOA,POINT (-9.122686999999985 38.759623999999974)
ELE01609,REE ARS - LVT - Lisboa Norte,2021-05-22,38.739566,-9.169038,Largo Professor Arnaldo Sampaio,1549-010,LISBOA,POINT (-9.169038 38.739566000000025)
ELE01614,REE ARS - LVT - Lisboa (sede),2021-05-22,38.748882,-9.139587,Avª E.U.A. nº 75 - piso 0,1749-096,LISBOA,POINT (-9.139587000000006 38.74888199999998)
ELE01620,REE GAT Rooms - Lisboa,2021-05-22,38.715369,-9.140406,"Travessa do Forno, 13A",1150-193,LISBOA,POINT (-9.140405999999984 38.71536900000001)
ELE01651,REE Konica - Sextacor,2021-05-22,38.718854,-9.128948,"Rua das Beatas, Lt. A",1170-051,LISBOA,POINT (-9.12894799999998 38.71885400000002)
ELE01671,REE Konica - Duplix UCP,2021-05-22,38.749304,-9.166015,UCP -  Palma de Cima,1649-023,LISBOA,POINT (-9.166015000000016 38.749303999999995)
ELE01672,REE Konica - HF Fenix Urban,2021-05-22,38.728689,-9.148883,"Av. António Augusto de Aguiar, 14",1050-016,LISBOA,POINT (-9.148883000000012 38.728688999999974)
ELE01673,REE Konica - NOS Expo,2021-05-22,38.770293,-9.097213,Edifício Expo Av. D. João II 48,1998-030,LISBOA,POINT (-9.09721300000001 38.77029299999998)
ELE01674,REE Ricoh - Embaixada Japão,2021-05-22,38.723526,-9.149205,"Av. da Liberdade, 245 - 6º",1269-033,LISBOA,POINT (-9.149204999999995 38.72352599999999)
ELE01675,REE Konica - Fundação Inatel,2021-05-22,38.717626,-9.138911,"Calçada de Santana, nº 180",1169-062,LISBOA,POINT (-9.138911000000007 38.717625999999996)
ELE01679,REE Konica - Duplix Miguel Bombarda,2021-05-22,38.736214,-9.151455,"Avenida Miguel Bombarda, 147 B",1050-164,LISBOA,POINT (-9.151454999999999 38.73621400000002)
ELE01681,REE Condomínio Villa Restelo,2021-05-22,38.7145315,-9.2146826,Rua Sam Levy nº 1,1400-406,LISBOA,POINT (-9.214682600000003 38.71453150000002)
ELE01691,REE Rexel - Benfica Estádio,2021-05-22,38.752774,-9.184711,"Av. Eusébio da Silva Ferreira, Porta 18",1500-475,LISBOA,POINT (-9.184710999999993 38.75277399999999)
ELE01696,REE Electrão - PE Festival Solar,2021-05-22,38.6952496,-9.197001,Av. Brasília,1300-598,LISBOA,POINT (-9.197001 38.69524960000001)
ELE01712,REE Sigmaworld - UL Complexo de Piscinas Estádio Universitário,2021-05-22,38.755534,-9.161188,"Av. Prof. Gama Pinto, Lisboa",1600-190,LISBOA,POINT (-9.161187999999981 38.75553400000001)
ELE01722,REE Konica - Correiacor,2021-05-22,38.745485,-9.183534,"Rua Sousa Loureiro, nº 9 – Loja 7",1500-586,LISBOA,POINT (-9.183534000000009 38.745484999999974)
ELE01747,REE EElec - EP de Ciências Geográficas,2021-05-22,38.726027,-9.157916,"Rua de Artilharia 1, 107 Edifício 1, piso 1",1099-052,LISBOA,POINT (-9.157916 38.72602699999999)
ELE01748,REE AOA - ESAI,2021-05-22,38.743698,-9.113296,"Praça Eduardo Mondlane, 7",1950-214,LISBOA,POINT (-9.113295999999991 38.743697999999995)
ELE01757,REE Canon - CGD Lisboa - Amoreiras,2021-05-22,38.723748,-9.161216,Avenida  Eng Duarte Pacheco – Comercial Amoreiras,1070-008,LISBOA,POINT (-9.161216000000024 38.723748)
ELE01780,REE Ricoh - Estádio Sport Lisboa e Benfica,2021-05-22,38.752595,-9.185066,Av. Eusébio da Silva Ferreira,1500-475,LISBOA,POINT (-9.185066000000006 38.752594999999985)
ELE01782,REE Ricoh - Airfree,2021-05-22,38.744116,-9.154772,"Rua Julieta Ferrão Nº10, 9º Piso A",1600-131,LISBOA,POINT (-9.15477199999998 38.74411600000002)
ELE01786,REE Electrão - VBA,2021-05-22,38.6976216,-9.2181087,"Rua Tristão da Cunha, 19",1400-032,LISBOA,POINT (-9.218108700000016 38.69762159999999)
ELE01807,REE Siemens Healthcare - Hospital Dona Estefânia,2021-05-22,38.728283,-9.139277,Rua Jacinto Marto,1169-045,LISBOA,POINT (-9.139276999999993 38.728282999999976)
ELE01808,REE Ricoh - Portela & Companhia,2021-05-22,38.768737,-9.160188,Estrada do Paço do Lumiar (Campus do Lumiar),1649-038,LISBOA,POINT (-9.160188000000005 38.76873699999999)
ELE01810,REE Konica - MAP Engenharia,2021-05-22,38.721526,-9.161835,"Amoreiras Square Rua Joshua Benoliel, nº 1, 6ºD",1250-273,LISBOA,POINT (-9.161834999999996 38.72152599999998)
ELE01832,REE Konica - Centro Hospitalar Lisboa Norte - Hosp Sta Maria,2021-05-22,38.748487,-9.160638,Av. Professor Egas Moniz,1649-035,LISBOA,POINT (-9.160638000000006 38.74848700000001)
ELE01836,REE FCSH - Núcleo de informática,2021-05-22,38.74051,-9.150927,"Av. de Berna, 26 C",1069-061,LISBOA,POINT (-9.150927000000024 38.74050999999997)
ELE01845,REE Lighthouse Mafra,2021-05-22,38.757023,-9.14296,"Rua Aprígio Mafra, 17B",1700-051,LISBOA,POINT (-9.142960000000016 38.757023000000004)
ELE01885,REE Konica - Editorial AEFML,2021-05-22,38.746828,-9.161,AEFML - Hospital de santa Maria - Piso 01,1600-035,LISBOA,POINT (-9.161000000000001 38.746827999999994)
ELE01890,REE CML - Paços do Concelho (Interno),2021-05-22,38.708195,-9.138564,Praça do Município,1100-038,LISBOA,POINT (-9.138563999999974 38.70819499999999)
ELE01894,REE Wattlamp - Santander Sede,2021-05-22,38.735553,-9.160474,"Rua da Mesquita, 6 - Centro Totta B3A",1099-001,LISBOA,POINT (-9.160474000000022 38.73555299999998)
ELE01895,REE Wattlamp - Santander Av. Miguel Bombarda,2021-05-22,38.737522,-9.144526,"Avenida Miguel Bombarda, nº 68",1050-166,LISBOA,POINT (-9.144525999999985 38.73752200000001)
ELE01896,REE UNL - FCSH Núcleo de informática,2021-05-22,38.739683,-9.151994,"Av. de Berna, 26C",1069-061,LISBOA,POINT (-9.151994000000002 38.739683000000014)
ELE01901,REE Epson - IPO,2021-05-22,38.739898,-9.164063,Rua Prof. Lima Basto,1099-023,LISBOA,POINT (-9.164062999999999 38.73989799999998)
ELE01914,REE Sigmaworld - INCM,2021-05-22,38.71788,-9.151799,"R. da Escola Politécnica, 135",1250-100,LISBOA,POINT (-9.151798999999983 38.71787999999998)
ELE01915,"REE Ricoh - Ângelo Ribeiro, Lda",2021-05-22,38.749369,-9.171288,Clinica Milenio - Rua Manuel Silva Real 11C,1600-166,LISBOA,POINT (-9.171288000000004 38.749369)
ELE01931,REE Konica - CGD Sede,2021-05-22,38.74161,-9.142908,"Av. João XXI, 63, 5º andar",1000-300,LISBOA,POINT (-9.142907999999977 38.74160999999998)
ELE01932,REE Sigmaworld - Faculdade de Arquitectura,2021-05-22,38.712912,-9.194521,Rua Sá Nogueira - Polo Universitário,1349-063,LISBOA,POINT (-9.194521000000009 38.71291200000002)
ELE01939,REE TDGI - Petróleos de Portugal,2021-05-22,38.756676,-9.175354,"Rua Tomás da Fonseca, Torre Galp - 5º Andar",1600-209,LISBOA,POINT (-9.175354000000027 38.75667600000003)
ELE01940,REE Four Seasons Hotel Ritz Lisbon,2021-05-22,38.725658,-9.155181,"Rua Rodrigo da Fonseca, 88",1099-039,LISBOA,POINT (-9.155181000000027 38.72565800000001)
ELE01951,REE Canon - CGD Campo Grande,2021-05-22,38.749599,-9.148207,"Campo Grande, Galeria A, 28",1700-093,LISBOA,POINT (-9.148207000000014 38.74959899999999)
ELE01958,REE Sigmaworld - Metro Picoas,2021-05-22,38.73085,-9.146954,Rua Tomás Ribeiro,1050-010,LISBOA,POINT (-9.146953999999994 38.730849999999975)
ELE01959,REE Canon - CGD Lisboa - Olivais,2021-05-22,38.763688,-9.120135,"Rua Cidade de Nampula, Célula B, 534",1800-105,LISBOA,POINT (-9.120135000000005 38.763688)
ELE01968,REE Canon - CGD Telheiras (R. Hermano Neves),2021-05-22,38.75998,-9.169876,"Rua Hermano Neves, 22",1600-477,LISBOA,POINT (-9.169875999999988 38.759979999999985)
ELE01980,REE Canon - CGD Telheiras (Professor Francisco Gentil),2021-05-22,38.760425,-9.16963,"Rua Prof.Francisco Gentil, Ed.R1,Lt.C, Lj.A",1600-622,LISBOA,POINT (-9.169629999999984 38.760425)
ELE01988,REE Canon - CGD São Domingos de Benfica,2021-05-22,38.746611,-9.18127,"Rua Major Neutel de Abreu, 6",1500-410,LISBOA,POINT (-9.181269999999984 38.74661099999997)
ELE01996,REE Naucom - Lisboa,2021-05-22,38.711236,-9.207702,Estrada da Cruz,1400-081,LISBOA,POINT (-9.207701999999983 38.711235999999985)
ELE01997,REE Konica - ADP,2021-05-22,38.745172,-9.147092,"Rua Visconde de Seabra, 3",1700-421,LISBOA,POINT (-9.147091999999986 38.745172000000025)
ELE02000,REE Canon - CGD Universidade de Lisboa,2021-05-22,38.752573,-9.15882,"Alameda da Universidade  -  Cidade Universitária , n/s",1649-004,LISBOA,POINT (-9.158819999999992 38.752572999999984)
ELE02007,REE Canon - CGD Morais Soares,2021-05-22,38.731734,-9.127953,"Rua Morais Soares, 43 A",1900-342,LISBOA,POINT (-9.12795299999999 38.73173400000002)
ELE02016,REE Canon - CGD Campo Grande 28B,2021-05-22,38.749677,-9.148164,"Campo Grande, 28B",1700-093,LISBOA,POINT (-9.148164000000008 38.74967700000002)
ELE02027,REE Canon - COMERCIALFOTO,2021-05-22,38.770122,-9.164909,"R.FREDERICO GEORGE, ALTO DA FAIA, 39, 1ºB",1600-468,LISBOA,POINT (-9.164909000000023 38.770122000000015)
ELE02036,REE Konica - Escola de Musica do Conservatório Nacional,2021-05-22,38.712445,-9.146439,Rua dos Caetanos 29,1200-079,LISBOA,POINT (-9.146438999999987 38.712445)
ELE02037,REE Konica - ICLP - Instituto de Cultura e Língua Portuguesa,2021-05-22,38.753624,-9.158071,UL Faculdade de Letras - Alameda da Universidade	,1600-214,LISBOA,POINT (-9.158071000000007 38.753624)
ELE02042,REE Canon - CGD Rio de Janeiro,2021-05-22,38.756069,-9.13943,"Av Rio de Janeiro, 50 A",1700-337,LISBOA,POINT (-9.139430000000004 38.756069000000025)
ELE02045,REE Wattlamp - El Corte Inglés,2021-05-22,38.733268,-9.153862,Av. António Augusto de Aguiar 31,1069-413,LISBOA,POINT (-9.153862000000004 38.73326800000001)
ELE02046,REE Sigmaworld - INCM Saldanha,2021-05-22,38.737464,-9.143069,Av. de António José de Almeida nº 42,1000-042,LISBOA,POINT (-9.143069000000025 38.73746399999999)
ELE02047,REE Sigmaworld - Museus da Politécnica,2021-05-22,38.717692,-9.150811,Rua da Escola Politécnica 56,1250-102,LISBOA,POINT (-9.150810999999976 38.717692)
ELE02048,REE Konica - Espaço Gráfico,2021-05-22,38.736642,-9.128111,"Rua Coronel Luna de Oliveira, 6 A/B",1900-167,LISBOA,POINT (-9.12811099999999 38.73664200000002)
ELE02057,REE ACSS Lisboa,2021-05-22,38.756947,-9.147219,"Parque de Saúde, Ed 16, Avenida do Brasil",1700-063,LISBOA,POINT (-9.147219000000007 38.756947000000025)
ELE02099,REE Canon - CGD Lisboa - Rego,2021-05-22,38.742886,-9.157377,"Rua Cardeal Mercier , 2",1000-300,LISBOA,POINT (-9.157376999999997 38.742886)
ELE02104,REE Canon - CGD Lisboa - Alfama,2021-05-22,38.711746,-9.126826,"Rua do Jardim do Tabaco , 84",1100-288,LISBOA,POINT (-9.126825999999994 38.711746000000005)
ELE02106,REE Canon - CGD Lisboa - Columbano,2021-05-22,38.738212,-9.162584,"Av Columbano Bordalo Pinheiro , 73",1070-061,LISBOA,POINT (-9.162583999999981 38.738211999999976)
ELE02109,REE Canon - CGD Lisboa - Restauradores,2021-05-22,38.714881,-9.140702,"Praça Dom João da Câmara , 13",1200-147,LISBOA,POINT (-9.140701999999976 38.71488099999999)
ELE02111,REE Canon - CGD Lisboa - Campo de Ourique,2021-05-22,38.718844,-9.165602,"Rua Tomás da Anunciação , 64 B",1350-330,LISBOA,POINT (-9.165601999999978 38.71884399999999)
ELE02116,REE Canon - Intrum Portugal,2021-05-22,38.770395,-9.095949,"Alameda dos Oceanos Edif Espace - 1º, Bloco 2 A/B, 59",1990-207,LISBOA,POINT (-9.095949000000019 38.77039500000001)
ELE02123,REE Ricoh - Inditex Portugal Dpto de Informática,2021-05-22,38.732823,-9.145536,"Av. Fontes Pereira de Melo, 49 - 2º Esq.",1050-120,LISBOA,POINT (-9.145535999999993 38.732822999999996)
ELE02124,REE Proherre Internacional,2021-05-22,38.720238,-9.144885,Avenida da Liberdade nº 180 E 2º Esq,1250-146,LISBOA,POINT (-9.144884999999988 38.720237999999995)
ELE02125,REE Sigmaworld - Metro Cidade Universitária,2021-05-22,38.751966,-9.158667,Alameda da Cidade Universitária,1600-214,LISBOA,POINT (-9.15866699999998 38.75196599999998)
ELE02127,REE EElec - EB 1 /JI Alta de Lisboa,2021-05-22,38.782731,-9.149718,"Rua Raúl Rego, 1 A Charneca do Lumiar",1750-339,LISBOA,POINT (-9.149718000000007 38.78273100000001)
ELE02144,REE Ricoh - DNS.PT,2021-05-22,38.732118,-9.147821,"Rua Latino Coelho, nº13, 5º piso |",1050-032,LISBOA,POINT (-9.147821000000022 38.732118000000014)
ELE02161,REE Konica - Fromageries BEL Portugal,2021-05-22,38.747791,-9.177402,"Rua João Chagas, nº 4B Esq.",1500-493,LISBOA,POINT (-9.177401999999972 38.74779100000001)
ELE02162,REE Konica - NAVIGATOR Av. Fontes Pereira de Melo,2021-05-22,38.730341,-9.147062,Avenida Fontes Pereira de Melo 27,1050-117,LISBOA,POINT (-9.147062000000005 38.73034100000001)
ELE02171,"REE Konica - Pontes, Baptista & Associados",2021-05-22,38.707934,-9.143281,"Rua Alecrim , 26, 1º andar - Escritório IV",1200-018,LISBOA,POINT (-9.143281000000002 38.70793400000002)
ELE02174,REE Continente Telheiras (Sonae),2021-05-22,38.764885,-9.1751,Avenida das Nações Unidas,1600-528,LISBOA,POINT (-9.175099999999986 38.76488499999999)
ELE02226,REE Sunlight Lounge Maxximum - Alvaláxia,2021-05-22,38.762453,-9.161455,Rua Professor Fernando da Fonseca,1600-618,LISBOA,POINT (-9.16145499999999 38.762452999999994)
ELE02229,REE Ministério dos Negócios Estrangeiros,2021-05-22,38.706083,-9.171172,Largo do Rilvas – Armazém,1399-030,LISBOA,POINT (-9.171172000000013 38.70608299999998)
ELE02236,REE Praça do Marquês - Serviços Auxiliares,2021-05-22,38.724573,-9.150661,"Praça Marquês Pombal, nº 3",1250-161,LISBOA,POINT (-9.150661000000014 38.72457300000002)
ELE02237,"REE Ricoh - Unimarketing, CRL",2021-05-22,38.770273,-9.098026,"Av. Dom João II – Edifício Infante, nº35, andar 9C",1990-083,LISBOA,POINT (-9.098026000000004 38.770272999999975)
ELE02261,REE AHP - Health Club Infante Sagres,2021-05-22,38.695664,-9.213298,"Rua Luis Braille, 120 Lote  E",1400-031,LISBOA,POINT (-9.213298000000009 38.69566400000002)
ELE02262,REE BIG - Sede,2021-05-22,38.705726,-9.157876,"Edifício BiG - Av. 24 de Julho, 74-76",1200-869,LISBOA,POINT (-9.157875999999987 38.70572600000003)
ELE02263,REE BIG - Picoas,2021-05-22,38.73105,-9.146875,"Av. Fontes Pereira de Melo, nº35 A",1050-118,LISBOA,POINT (-9.146875000000023 38.73104999999998)
ELE02264,REE BIG - Expo,2021-05-22,38.769738,-9.097883,Av. D. João II nº 33C,1990-083,LISBOA,POINT (-9.097883000000024 38.76973800000002)
ELE02301,REE Konica - HF Fenix Music,2021-05-22,38.725044,-9.151856,"Rua Joaquim António de Aguiar, 5",1050-010,LISBOA,POINT (-9.15185600000001 38.725044000000025)
ELE02302,REE Ricoh - Vodafone Rossio,2021-05-22,38.712979,-9.138863,"Praça D. Pedro IV, nº 4 e 5",1100-199,LISBOA,POINT (-9.138863000000015 38.71297900000002)
ELE02328,REE Tecnilab - Restelo,2021-05-22,38.711544,-9.214139,Rua Gregório Lopes LT1512-B,1449-041,LISBOA,POINT (-9.214138999999989 38.711544)
ELE02345,REE IUM - Instituto Universitário Militar,2021-05-22,38.696882,-9.220869,Rua de Pedrouços,1449-027,LISBOA,POINT (-9.220868999999993 38.696882000000016)
ELE02346,REE Hotel Lisboa Plaza,2021-05-22,38.718874,-9.145526,"Travessa do Salitre, 7",1250-205,LISBOA,POINT (-9.145526000000018 38.71887400000003)
ELE02348,REE FMC CUF Tejo,2021-05-22,38.70409,-9.17332,"Avenida 24 de Julho, 171",1350-345,LISBOA,POINT (-9.17331999999999 38.70409000000001)
ELE02353,REE Action Portugal,2021-05-22,38.75436,-9.10259,"Av. Infante D. Henrique, Lt. 311",1950-421,LISBOA,POINT (-9.10259000000002 38.75436000000002)
ELE02365,REE Ferconsult - Lisboa,2021-05-22,38.748513,-9.172642,Rua Xavier Araujo Edif. Estação das Laranjeiras,1600-226,LISBOA,POINT (-9.172641999999996 38.748513)
ELE02369,REE Konica - Cimpor Serviços,2021-05-22,38.721745,-9.150988,"Rua Alexandre Herculano, 35 – 6ºPiso",1250-009,LISBOA,POINT (-9.150987999999984 38.721745)
ELE02379,REE Ricoh - Multimarket Services,2021-05-22,38.705707,-9.204287,"Rua Gonçalves Zarco, 14",1449-013,LISBOA,POINT (-9.204287000000022 38.70570700000002)
ELE02386,REE Embaixada EUA,2021-05-22,38.744124,-9.163323,"Av. das Forças Armadas, Sete Rios",1600-081,LISBOA,POINT (-9.163322999999991 38.744124)
ELE02450,REE Feilo Sylvania - Alameda dos Oceanos,2021-05-22,38.784355,-9.097915,"Alameda dos Oceanos, nº 142, Parque das Nações",1990-207,LISBOA,POINT (-9.097915 38.784355000000005)
ELE02451,REE Ricoh - Adecco,2021-05-22,38.770685,-9.097098,"Av. D. João II, Lote 1.06.2.5 - 9º Andar",1990-095,LISBOA,POINT (-9.097098000000017 38.770685000000014)
ELE02457,REE Clínica São João de Deus,2021-05-22,38.749275,-9.147127,"Rua António Patrício, 25",1749-098,LISBOA,POINT (-9.147127000000012 38.74927500000001)
ELE02458,REE 2L- Automação e Controlo,2021-05-22,38.711486,-9.214108,Rua Gregório Lopes LT 1512B,1449-041,LISBOA,POINT (-9.21410800000001 38.71148599999998)
ELE02459,REE Sigmaworld - Gabinete do Ministro da Economia,2021-05-22,38.710096,-9.144663,"Rua da Horta Seca, 15",1200-221,LISBOA,POINT (-9.14466299999998 38.71009600000002)
ELE02460,REE Konica - Estádio Sport Lisboa e Benfica,2021-05-22,38.752753,-9.184731,"Estádio SLB - Av. Eusébio da Silva Ferreira, 18",1500-475,LISBOA,POINT (-9.184731 38.752752999999984)
ELE02466,REE MSC - Alcântara,2021-05-22,38.704232,-9.175301,"Emp. Alcântara-Rio, Rua de Cascais, nº 32",1300-120,LISBOA,POINT (-9.17530099999999 38.70423199999999)
ELE02501,REE Terra dos Sonhos,2021-05-22,38.698278,-9.188084,Rua Mécia Mouzinho de Albuquerque nº1,1300-391,LISBOA,POINT (-9.188084000000003 38.698278000000016)
ELE02504,REE ENSE - Lisboa,2021-05-22,38.77143,-9.179281,"Est. Paço do Lumiar, Campus do Lumiar Ed. D 1º",1649-038,LISBOA,POINT (-9.179281000000003 38.77143000000001)
ELE02506,REE Ministério das Finanças - Sede,2021-05-22,38.708671,-9.133882,"Rua da Alfândega, 5, 1º andar",1149-008,LISBOA,POINT (-9.133882000000028 38.70867099999998)
ELE02507,REE HPP - Hospital dos Lusíadas,2021-05-22,38.749345,-9.17907,Rua Abílio Mendes,1500-458,LISBOA,POINT (-9.179070000000024 38.749345000000005)
ELE02542,REE Canon - CGD Lisboa - Av. João XXI,2021-05-22,38.741973,-9.141888,"Av João XXI, 63",1000-300,LISBOA,POINT (-9.141887999999994 38.74197299999997)
ELE02571,REE UL Faculdade de Medicina Dentária,2021-05-22,38.7502,-9.1557,Cidade Universitária,1649-003,LISBOA,POINT (-9.155700000000024 38.75020000000001)
ELE02616,REE Canon - CGD Lisboa - Duque de Loulé,2021-05-22,38.725951,-9.147734,"Av Duque de Loulé , 97A",1050-089,LISBOA,POINT (-9.147734000000014 38.72595100000001)
ELE02620,REE Konica - Digiset,2021-05-22,38.70855,-9.150457,"Rua do Instituto Industrial, 18E",1200-225,LISBOA,POINT (-9.150457000000017 38.70855)
ELE02622,REE CML - DMMC/DIOA (Calçada da Quintinha),2021-05-22,38.72372,-9.168192,"Rua Projectada à Calçada da Quintinha , lotes B1 a B8",1070-001,LISBOA,POINT (-9.168191999999976 38.723720000000014)
ELE02632,REE Canon - CGD Lisboa - Rato,2021-05-22,38.719402,-9.15586,"Av Álvares Cabral , 3B",1250-015,LISBOA,POINT (-9.155860000000018 38.719402)
ELE02642,REE EMGFA - Hospital das Forças Armadas - Lisboa,2021-05-22,38.768503,-9.174616,Polo de Lisboa Azinhaga dos Ulmeiros,1649-020,LISBOA,POINT (-9.174616000000015 38.76850300000001)
ELE02816,REE Health Club Infante Sagres,2021-05-22,38.695664,-9.213298,"Rua Luis Braille, 120E",1400-031,LISBOA,POINT (-9.213298000000009 38.69566400000002)
ELE02821,REE Canon - CGD Lisboa - Belém,2021-05-22,38.697328,-9.202155,"Rua de Belém , 20",1300-084,LISBOA,POINT (-9.202155000000005 38.69732800000003)
ELE02822,REE Canon - CGD Lisboa - Av. Liberdade,2021-05-22,38.723525,-9.149205,"Av da Liberdade , 245",1250-143,LISBOA,POINT (-9.149204999999995 38.723524999999995)
ELE01694,REE Niposom - Lisboa,2021-05-22,38.742994,-9.131791,"Rua Humberto Cruz, 4",1900-260,LISBOA,POINT (-9.131791000000021 38.74299400000001)
ELE02872,REE Konica - Norvia (Lisboa),2021-05-22,38.753548,-9.145148,"Praça de Alvalade nº 7, 9º andar",1700-036,LISBOA,POINT (-9.145148000000006 38.75354800000002)
ELE02849,REE Canon - CGD Lisboa - Rio de Janeiro,2021-05-22,38.75607,-9.139424,"Av Rio de Janeiro , 50A",1700-337,LISBOA,POINT (-9.13942400000002 38.75607000000002)
ELE02861,REE Vortice,2021-05-22,38.728015,-9.110189,"Rua de Xabregas, 20 - Piso2 - Esc. 2.04",1900-440,LISBOA,POINT (-9.110188999999991 38.72801500000003)
ELE02863,REE EDP Comercial - Sede,2021-05-22,38.70679,-9.149416,"Avenida 24 de Julho, 12A",1249-300,LISBOA,POINT (-9.149415999999974 38.70679000000001)
ELE02870,REE Assembleia da República - S. Bento,2021-05-22,38.712541,-9.153857,Praça da Constituição de 1976,1200-814,LISBOA,POINT (-9.153857000000016 38.71254099999999)
ELE02871,REE Ricoh - Páginas Amarelas,2021-05-22,38.756542,-9.136159,"Rua Conde Arnoso, nº 5 - 2º Piso",1700-112,LISBOA,POINT (-9.13615900000002 38.756542000000024)
ELE02886,REE AHBV - Campo de Ourique - agrupamento da Estrela,2021-05-22,38.709938,-9.16111,"Rua da Lapa, 100",1200-703,LISBOA,POINT (-9.161110000000008 38.70993800000002)
ELE02906,REE AHBV - Campo de Ourique - Agrupamento 263,2021-05-22,38.732572,-9.161184,Igreja de Campolide - Travessa Estevão Pinto,1070-124,LISBOA,POINT (-9.161183999999992 38.732572000000005)
ELE02932,REE Ricoh - ECOCIAF,2021-05-22,38.777239,-9.159578,"Azinhaga da Cidade, N.º 28 C",1750-063,LISBOA,POINT (-9.15957800000001 38.77723900000001)
ELE02935,REE CML - Centro de Acolhimento Temporário de Refugiados,2021-05-22,38.768393,-9.15862,"Alameda das Linhas de Torres, 177",1750-042,LISBOA,POINT (-9.158619999999985 38.768393)
